classification,tweet
"positive","This may be the happiest day of my life I'm so proud of my NCS football brother you did something I never had a chance to do"
"positive","da 1st chinese song ever that interests me ^ ^ --&gt; http://t.co/TnDnBgyt .. this is OST for drama In Time With You,n the drama was good! :)"
"positive","Actually the only things that survive would be cockroaches, Twinkees and Keith Richards. Happy Friday! http://t.co/gRRQUiWh"
"positive","As Port Charles struggles to come to grips with Jason's disappearance...a shocking return!  Tomorrow's episode is can't miss!  Watch #GH!"
"positive","Like a good neighbor State Farm is there, with an alarm clock that'll actually wake me up tomorrow."
"positive","@x3_destinie -_- Lmao it's THALIA and no it was today. On Friday we got gym better be there!"
"positive","@kapoorkkunal Looking fwd to watching it sometime soon in BKK. :-) have a super friday and weekend ahead! Lotsa love :D"
"positive","my infant son is def keeping wife and up "Up All Night" - a little sleepy today. The book "Happiest Baby on the Block" has been very helpful"
"negative","Amanda thinks that because she's not "going to the Oscars" is a valid excuse for her not washing her hair since Thursday."
"positive","@BarRefaeli Could you wish a Friend Happy Birthday? :) His name is Laurin! It's his 18th Birthday and he's a big fan. Thanks in advance!"
"positive","looking forward to the judd apatow guest edited issue of Vanity Fair in January. Expecting lots of Lena Dunham, Paul Rudd, Leslie Mann, etc."
"positive","The Wichita Wild still have a shot to make the play offs?  Looking forward to Saturday's game! Bet some WW players get NFL contracts."
"positive","Catch me on Sarah G Live this sunday!! Hehe Ingat guys! Goodnight! Love you!! :****"
"positive","Listening to Ni**as In Paris [Explicit] by Jay Z and Kanye HAPPY 1st birthday to the throne http://t.co/GDw2GBUC"
"negative","@iam_ShanaeWare Sorry about that. Don't miss the one that's coming on Friday though, Trayvon's family are going to be there."
"positive","I may need a co-owner but she has to be good in english, and to post a lot of Lou, Lux, Tom, etc.. pics ! :)"
"positive","@lysscarto18 watch out for Jeff carter he may try to mount!"
"positive","Ah yes, sexy Saturday in the Turner house.... http://t.co/yVZsH8Vo"
"negative","@coplandcasual @_s_s_r_ @gullitr couldn't tell you the last time I threw a dart. Mon Rudd we'll even let you pay for the drink. #Rotterdam"
"negative","Emmanuel Adebayor has held heart-2-heart talks with Tottenham manager Andre Villas-Boas over his unhappiness at a lack of 1st-team football."
"positive","Il Divo, the classical crossover quartet live in Istanbul September 27.Great Music in a wonderful concert area. http://t.co/jxYZEvRg"
"positive","- People are saying it's one of the best shows they've ever seen!! "Brothers Grimm Spectaculathon" at East, Saturday at 7pm!! BE THERE."
"negative","as some of you may know, we have a fish tank &amp; this little guy is named Jeff Carter. sadly, i think he's dying http://t.co/3vCy2qZX"
"negative","I never had a good time, I sat by my bedside. With papers and poetry about Estella"
"positive","RSVP for the Annual Dinner closes this Monday! Be sure you register via the website ASAP :) http://t.co/UFwG2rlC"
"positive","Star ships were made to flyyyy #nowaynicki #congrats you passed 1st grade."
"positive","Black actresses shine at the 19th annual Elle magazine Women in Hollywood Celebration Octavia Spencer, Viola Davis and http://t.co/bJ650mLI"
"negative","All I know is Marana girls are bad as fuck and white if the ones at the party I went to with jaylon on Saturday were Marana tigers."
"positive","Like a good neighbor State Farm is there...with a check for the damage to my truck...hopefully tomorrow!"
"negative","If Volstead went against #Braves on a Monday, he'd give up 5 runs in first, then cubs make a furious rally late to win #twostreaks"
"positive","@CherylCole lmao......hope your enjoying the sun! Love you so much :) #proudsoldier Camilla Parker Bowles lol xxx"
"positive","Watching Sat morning TV, I would love James Martin to cook me breakfast, even though I'm from Lancashire &amp; he's a yorkie, I still would:-)!"
"positive","@killerjayify lol thats dedication :) mind you I have paid for Bioshock Infinite in June and thats not out till Feb lol"
"positive","@kelly_phelan Nice to meet you! Best wishes from Guatemala! Il Divo will be here in concert for the 1st time ever on the 28th! I'm going! :D"
"positive","Tomorrow I am off to Petrolia to see "the Waltons" lol and over to London for Evans side of family reunion."
"positive","No videos tomorrow, except for one. And, honestly, it is the biggest thing to happen to the group since we moved to making LP videos."
"positive","Steve Martin, Dan Aykroyd, Chevy Chase, John Belushi one of the best comedians in Sat Night Live.."
"positive","Are you coming to our Book Swap on Thursday night? You should, it is fucking ace: http://t.co/USTrAAIK"
"positive","Now off for some hiking in the Black Forest ~ have a nice sunday! :)"
"positive","@MsSarahRedshaw Our new, delicious dishes may be alright: http://t.co/daK3WtGp (Check with your doc first!) #RamenWins"
"positive","Day 3 of #ADE so far so good!..... Start things going this Friday morning we have Ferry Corsten on the panel !"
"positive","@dougwead1234 Doug Wead: Owners of the MSM are the "Prince of the Air" Ouch! Feel the burn. Too clever. =) #RonPaul"
"positive","I love Texas A&M, but any team that drafts Tannehill before the 7th round has lost their minds."
"positive","Regionals game at Panther Stadium tomorrow night! Everyone go and support our Panthers!! But you HAVE TO BE LOUD! Derby vs. North! #Playoffs"
"positive","'Really good day' as Danica Patrick finishes 10th at Kansas Nationwide race - NASCAR News | FOX Sports on MSN vsOWxX7c http://t.co/wlmXrhFu"
"negative","People talkin shit just wait I'll be in Huntsville tomorrow !! Let me see you !!"
"negative","@DrPhil watching the Trayvon episode I recorded. The Martins are incredibly strong &amp; I am so sorry for their loss May God bless them #rip tm"
"negative","@callme_jacob7 omg I know Jacob :( cry with me tomorrow ?"
"positive","Congrats!!! to the Philippine Patriots for winning over Singapore Slingers last saturday... Go Patriots!!! :)"
"positive","Being at Rupp doing this walk through has me real hyped for tomorrow. Get ready for the best #BBM yet"
"positive","Good work tonight boys. Wish I could have been out there. Let's take Bob Jones Monday and get some momentum for regionals. #ttums"
"positive","Ricky Ponting says he's in the best shap of his life and is ready to take on ... - Herald Sun http://t.co/BuIbQZb2"
"positive","Off out for the afternoon to visit all our referring dentists in the Bethnal Green area. Got a day off tomorrow so have a great weekend all."
"positive","@tellsbells1 Cup games always tricky..may b stick a small acca for fun and enjoy the evening with a nice wine bottle :)"
"negative","ECHO: Sex offender is warned he may face jail over offences http://t.co/VetvYrYh #Dorset"
"negative","@Vinto316 @happymonkeyshoe Id lost interest in Bioshock Infinite with delays etc. I think I may be drawn back in a bit: http://t.co/h1PF5eYN"
"positive","Pitch darn well sent. Holidays can begin. Rick Stein's for dinner tomorrow night! See you in a week"
"positive","You can also catch me in room 2 at Amplified Sessions @ V Club, Bournemouth next friday, supporting Roger Sanchez in the main room!"
"positive","I had such a great time tonight that I've decided to keep celebrating! Join me at Volare this Wed and Thurs! Bring your food donation!"
"positive","Brian May confirms that Sacha Baron Cohen will play Freddie Mercury in a film about the late, great Queen singer: http://t.co/C67USNbm"
"positive","Turns out Olive Garden's dinner for tonight and tomorrow is more like dinner for tonight and later tonight."
"positive","Fantastic Friday at NCA! School was dismissed early due to preparation for our homecoming game tonight! @jenyouben"
"positive","@onedirection April 1st I'm gonna see you guys in London O2 Arena! Can't wait! xx"
"negative","How is it the dirt poor kids in 3rd world countries manage to get money to go to a show but kids in the Valley can't?"
"positive","Have had two very enjoyable nights of Carling Cup action with Arsenal last night and CFC this. Will QPR v Reading on Sunday live up to it..?"
"positive","My saturday just got BETTER, BRIGHTER and BOLDER."
"positive","Another #Chelsea vs #ManchesterUnited today for the 4th round of the Carling Cup!! Don't miss out"
"positive","@AlexaHorannxx aww! Im just kidding with you! ;) and YEEESSSS! You don't have school tomorrow? Thalia doesn't either!"
"positive","Amazing!! We may not have won the 2nd game, but it was hard fought &amp; the sold out BCA was rockin! #PROUDTOBEATIGER :) http://t.co/NfgZ7Otf"
"positive","Was lovely to meet James Martin on Monday he used local produce and his lamb from skipton was Devine #yorkshirehour http://t.co/CmSo6hB2"
"positive","@Jangleton Come to Book Swap on Thursday. All of Twitter will be there. All the best ones, anyway."
"negative","So BCA doesn't have school tomorrow....not sure how I feel about that..."
"positive",". @kyusslives may just be the ultimate face melting summer rock band. Can't wait to see them again at Soundwave"
"positive","@CherylCole i love you! #thatisall its me Camilla Parker Bowles remember? Lol see you Monday i hope! *fingers crossed* xxxx"
"positive","STAR wishes all the #students at @BrandeisU a #stressfree time registering for classes. May sage be with you @brandeis_lts"
"positive","May I ask what's so cool about A$ap Rocky?"
"negative","Liz is kinda dumb when it comes to men. DNA swapping isn't even bad in Port Charles, it's just called Tuesday. #GH"
"positive","@Dingle_Berry19 good to hear. I'm racing saturday in New Castle at Blue Diamond. Then have a big ride day sun with one of our distributors."
"positive","@CherylCole im meeting you again on Monday :) hope you remember me Camilla Parker Bowles lol im gettin a taxi again :/ love you so much Xxxx"
"positive","Especially nice to have Rosedale @DCPL open in the neighborhood while NE Branch at 7th &amp; Maryland is closed for renovations."
"positive","Happy 3rd Monthsary #Loverss! :) Salamat sa pag support ky Ate @deniessejoaquin :) All for Deniesse, All for the Love. http://t.co/fSMBsxu5"
"positive","@waymobomber Cool, What you like about Red Hot Shot tonight? I like Dundeel tomorrow for the Derby"
"negative","Pretty sure he's a smarty pants lawyer and not at all new to Christianity or Christmas for that matter. It's the 25th. #dumbass"
"negative","The Lorax is one of the stupidest animated movies I've ever sat through. I wasted a nap for this?"
"positive","'Really good day' as Danica Patrick finishes 10th at Kansas Nationwide race - NASCAR News | FOX Sports on... wlmXrhFu http://t.co/wlmXrhFu"
"positive","@lldubs Wishin my first stop was Port Charles!!!   Only thru the DVR "portal"!! HAPPY FRIDAY!"
"positive","Happy #Monday! Start your week off right with a #DeltaView on the World Bank's lowered growth forecast for #China: http://t.co/sXQI2Klm"
"negative","ok.. going down to Melaka tomorrow morning, with two others.. visiting fren in ICU. :("
"positive","So into this movie "Good Deeds" I may be in love with Tyler Perry....'s talent."
"negative","@marissssx3 i would just like to say i will not be singing tomorrow, i barely have a voice.. you and trina are on your own :p"
"negative","Nothing says 'Fuck you' to Super Rugby than when EP Kings get relegated tomorrow. I'm waiting"
